Date,User ID,Registration Source,Subscription Status,Subscription Start Date,Subscription End Date,Number of Active Widgets,Number of Widget Interactions,Time Spent on Platform,Location
2023-05-26,U03609,Referral,Monthly,2023-06-04,,2,86,196,USA
2023-06-19,U03610,Referral,Inactive,2023-06-28,2023-07-13,0,0,175,France
2023-05-27,U03611,PPC,Monthly,2023-05-30,,3,360,124,UK
2023-09-29,U03612,Organic,Inactive,2023-10-09,2023-11-12,0,0,418,UK
2023-08-28,U03613,Organic,Inactive,2023-09-01,2023-10-23,0,0,216,Brazil
2023-05-04,U03614,Social Media,Free Trial,2023-05-15,,8,2600,254,Germany
2023-10-18,U03615,Organic,Free Trial,2023-10-31,,6,2430,342,USA
2023-03-22,U03616,Organic,Inactive,2023-03-31,2023-05-25,0,0,499,USA
2023-04-06,U03617,PPC,Inactive,2023-04-18,2023-05-05,0,0,170,USA
2023-10-06,U03618,Social Media,Free Trial,2023-10-09,,3,654,22,USA
2023-03-13,U03619,Social Media,Free Trial,2023-03-17,,7,987,303,India
2023-07-04,U03620,Organic,Free Trial,2023-07-06,,5,575,451,UK
2023-08-16,U03621,PPC,Inactive,2023-08-21,2023-09-21,0,0,481,Germany
2023-08-23,U03622,Organic,Free Trial,2023-09-06,,6,312,413,India
2023-07-03,U03623,Organic,Monthly,2023-07-15,,9,3393,245,UK
2023-10-15,U03624,Social Media,Inactive,2023-10-23,2023-11-23,0,0,282,France
2023-06-11,U03625,Organic,Free Trial,2023-06-23,,8,2192,388,USA
2023-10-26,U03626,Organic,Monthly,2023-11-07,,5,1175,123,Germany
2023-05-06,U03627,Organic,Free Trial,2023-05-11,,6,2976,161,UK
2023-10-21,U03628,Social Media,Inactive,2023-10-31,2023-11-23,0,0,35,France
2023-01-13,U03629,Social Media,Free Trial,2023-01-16,,1,231,177,USA
2023-09-14,U03630,PPC,Monthly,2023-09-24,,3,1137,41,France
2023-09-05,U03631,Social Media,Monthly,2023-09-13,,6,804,230,France
2023-08-29,U03632,Organic,Free Trial,2023-09-03,,9,2565,215,India
2023-06-05,U03633,PPC,Free Trial,2023-06-09,,6,1056,430,France
2023-02-02,U03634,Organic,Monthly,2023-02-16,,6,960,351,India
2023-12-02,U03635,Organic,Free Trial,2023-12-10,,1,50,107,Brazil
2023-03-07,U03636,PPC,Inactive,2023-03-14,2023-04-21,0,0,100,India
2023-05-30,U03637,Referral,Inactive,2023-06-10,2023-07-20,0,0,485,France
2023-04-06,U03638,Organic,Monthly,2023-04-07,,2,88,386,UK
2023-12-05,U03639,Organic,Monthly,2023-12-12,,1,416,223,France
2023-11-09,U03640,Organic,Monthly,2023-11-11,,3,969,197,France
2023-04-25,U03641,Organic,Inactive,2023-05-02,2023-06-02,0,0,66,UK
2023-06-21,U03642,Referral,Monthly,2023-06-22,,5,1200,116,USA
2023-11-07,U03643,PPC,Free Trial,2023-11-09,,1,224,451,Germany
2023-09-13,U03644,PPC,Free Trial,2023-09-27,,7,2261,204,Brazil
2023-10-01,U03645,Social Media,Monthly,2023-10-08,,1,110,31,USA
2023-11-03,U03646,Organic,Monthly,2023-11-11,,4,264,195,France
2023-10-17,U03647,PPC,Monthly,2023-10-20,,6,1344,377,USA
2023-08-24,U03648,PPC,Free Trial,2023-08-25,,1,432,94,Germany
2023-12-08,U03649,PPC,Annual,2023-12-09,,7,1155,1193,USA
2023-01-25,U03650,Referral,Free Trial,2023-01-29,,7,511,338,Germany
2023-05-25,U03651,Social Media,Free Trial,2023-06-08,,3,213,86,USA
2023-06-30,U03652,Organic,Monthly,2023-07-07,,4,1392,339,India
2023-04-17,U03653,Social Media,Free Trial,2023-04-29,,6,2268,392,France
2023-02-21,U03654,Organic,Monthly,2023-02-23,,7,2639,442,Germany
2023-10-10,U03655,Organic,Monthly,2023-10-14,,4,284,386,Brazil
2023-08-27,U03656,Organic,Monthly,2023-09-03,,9,927,350,France
2023-02-12,U03657,Organic,Monthly,2023-02-15,,9,4302,186,India
2023-12-18,U03658,PPC,Free Trial,2023-12-31,,9,4329,435,USA
2023-04-27,U03659,PPC,Free Trial,2023-05-05,,6,2100,433,France
2023-05-16,U03660,Referral,Inactive,2023-05-28,2023-07-25,0,0,464,USA
2023-05-29,U03661,PPC,Monthly,2023-05-31,,2,888,183,USA
2023-06-14,U03662,PPC,Monthly,2023-06-28,,4,520,415,France
2023-09-29,U03663,Organic,Free Trial,2023-10-01,,9,531,91,Germany
2023-03-01,U03664,Organic,Monthly,2023-03-13,,3,1140,30,Germany
2023-05-13,U03665,PPC,Monthly,2023-05-21,,6,1566,188,France
2023-09-21,U03666,PPC,Monthly,2023-10-02,,2,90,407,Germany
2023-04-08,U03667,Social Media,Annual,2023-04-12,,1,419,679,UK
2023-03-17,U03668,Organic,Free Trial,2023-03-28,,5,1490,234,USA
2023-07-10,U03669,Organic,Free Trial,2023-07-15,,8,3104,274,France
2023-04-29,U03670,PPC,Inactive,2023-04-30,2023-05-26,0,0,411,Brazil
2023-01-20,U03671,Organic,Inactive,2023-01-27,2023-03-07,0,0,278,India
2023-02-16,U03672,Organic,Free Trial,2023-03-01,,8,2704,260,France
2023-10-17,U03673,Social Media,Monthly,2023-10-21,,3,435,282,France
2023-06-24,U03674,Organic,Free Trial,2023-06-30,,1,203,391,USA
2023-02-25,U03675,PPC,Free Trial,2023-03-10,,4,920,352,India
2023-01-27,U03676,Organic,Monthly,2023-02-05,,8,2304,418,USA
2023-05-31,U03677,Organic,Free Trial,2023-06-03,,3,1005,447,Brazil
2023-03-19,U03678,Organic,Annual,2023-03-25,,2,128,782,Germany
2023-03-26,U03679,Social Media,Monthly,2023-03-28,,7,3052,289,France
2023-10-02,U03680,Organic,Free Trial,2023-10-08,,4,1972,232,USA
2023-11-01,U03681,Social Media,Free Trial,2023-11-05,,6,714,84,Brazil
2023-02-20,U03682,Organic,Inactive,2023-02-23,2023-03-18,0,0,160,Brazil
2023-02-12,U03683,Social Media,Free Trial,2023-02-25,,2,830,434,UK
2023-08-23,U03684,Organic,Monthly,2023-09-01,,2,548,368,France
2023-10-11,U03685,PPC,Monthly,2023-10-23,,9,1539,351,Brazil
2023-09-13,U03686,PPC,Monthly,2023-09-20,,2,392,426,Germany
2023-01-04,U03687,Referral,Monthly,2023-01-10,,8,3352,114,USA
2023-02-24,U03688,Organic,Free Trial,2023-03-08,,8,1104,51,USA
2023-08-16,U03689,Organic,Free Trial,2023-08-17,,1,493,185,UK
2023-08-11,U03690,Organic,Free Trial,2023-08-12,,1,117,254,Germany
2023-08-06,U03691,Social Media,Monthly,2023-08-09,,4,1592,262,Brazil
2023-01-02,U03692,PPC,Monthly,2023-01-07,,2,868,283,UK
2023-07-08,U03693,Social Media,Free Trial,2023-07-19,,1,456,456,Brazil
2023-05-03,U03694,Organic,Free Trial,2023-05-15,,9,3735,343,Brazil
2023-07-26,U03695,Organic,Monthly,2023-07-28,,3,231,101,France
2023-02-08,U03696,Organic,Monthly,2023-02-21,,1,441,20,India
2023-07-01,U03697,Referral,Inactive,2023-07-09,2023-08-11,0,0,161,Brazil
2023-03-10,U03698,PPC,Monthly,2023-03-24,,8,1224,198,USA
2023-04-07,U03699,Referral,Monthly,2023-04-09,,5,2365,457,Brazil
2023-10-31,U03700,Organic,Monthly,2023-11-06,,7,434,173,UK
2023-08-20,U03701,PPC,Inactive,2023-08-25,2023-10-13,0,0,135,Brazil
2023-02-07,U03702,PPC,Inactive,2023-02-09,2023-04-09,0,0,220,USA
2023-11-16,U03703,Organic,Monthly,2023-11-23,,6,1980,470,USA
2023-11-17,U03704,Social Media,Free Trial,2023-11-26,,7,1512,106,UK
2023-11-28,U03705,Referral,Free Trial,2023-11-29,,4,1316,318,USA
2023-05-30,U03706,Social Media,Monthly,2023-06-11,,8,1800,348,Germany
2023-07-06,U03707,Social Media,Annual,2023-07-13,,8,616,1434,Germany
2023-04-21,U03708,Organic,Monthly,2023-04-22,,7,3192,317,India
2023-07-02,U03709,Organic,Free Trial,2023-07-03,,2,142,233,Germany
2023-08-20,U03710,Referral,Annual,2023-08-26,,6,1314,886,UK
2023-12-26,U03711,Organic,Inactive,2024-01-07,2024-01-25,0,0,66,Brazil
2023-05-07,U03712,Social Media,Free Trial,2023-05-11,,7,2352,84,Germany
2023-04-20,U03713,Social Media,Monthly,2023-04-26,,6,2274,263,India
2023-01-18,U03714,PPC,Monthly,2023-01-24,,2,876,160,France
2023-03-09,U03715,Referral,Inactive,2023-03-19,2023-05-05,0,0,68,France
2023-12-28,U03716,Organic,Inactive,2024-01-05,2024-01-24,0,0,334,UK
2023-11-30,U03717,Organic,Monthly,2023-12-08,,9,3510,449,India
2023-12-19,U03718,Organic,Monthly,2023-12-23,,8,3736,95,Germany
2023-01-12,U03719,PPC,Inactive,2023-01-21,2023-03-14,0,0,179,India
2023-02-06,U03720,Organic,Monthly,2023-02-16,,3,222,155,USA
2023-01-02,U03721,Organic,Monthly,2023-01-14,,8,1112,336,India
2023-08-30,U03722,Social Media,Annual,2023-09-02,,2,372,1845,Germany
2023-02-04,U03723,Referral,Free Trial,2023-02-06,,9,2583,12,UK
2023-09-07,U03724,Organic,Monthly,2023-09-21,,4,1956,293,USA
2023-06-02,U03725,Organic,Inactive,2023-06-12,2023-07-23,0,0,266,India
2023-12-16,U03726,Referral,Annual,2023-12-21,,3,516,1123,France
2023-12-30,U03727,Organic,Monthly,2024-01-12,,3,1422,456,Germany
2023-11-12,U03728,Organic,Free Trial,2023-11-26,,3,1023,122,UK
2023-05-11,U03729,Organic,Monthly,2023-05-21,,2,322,312,Brazil
2023-04-19,U03730,PPC,Free Trial,2023-04-24,,8,2872,302,Germany
2023-01-25,U03731,Organic,Free Trial,2023-02-08,,9,2205,351,India
2023-06-02,U03732,Referral,Annual,2023-06-04,,8,1336,1621,UK
2023-05-18,U03733,PPC,Free Trial,2023-05-20,,3,1431,373,France
2023-04-21,U03734,PPC,Monthly,2023-04-29,,7,3045,284,USA
2023-09-06,U03735,Organic,Monthly,2023-09-10,,2,672,407,India
2023-02-10,U03736,PPC,Inactive,2023-02-17,2023-03-23,0,0,204,UK
2023-10-16,U03737,PPC,Monthly,2023-10-24,,6,1890,348,USA
2022-12-31,U03738,Social Media,Free Trial,2023-01-01,,5,1320,234,UK
2023-04-05,U03739,Social Media,Free Trial,2023-04-19,,9,3303,222,Brazil
2023-02-01,U03740,PPC,Monthly,2023-02-14,,4,1856,330,India
2023-10-11,U03741,Referral,Monthly,2023-10-21,,5,2265,291,UK
2023-11-14,U03742,Social Media,Monthly,2023-11-19,,4,488,147,France
2023-03-24,U03743,Social Media,Monthly,2023-04-04,,8,312,364,UK
2023-06-15,U03744,Organic,Free Trial,2023-06-25,,8,168,342,India
2023-10-26,U03745,Organic,Monthly,2023-11-04,,3,558,79,UK
2023-07-28,U03746,Organic,Monthly,2023-08-09,,1,488,308,USA
2023-09-14,U03747,PPC,Free Trial,2023-09-20,,6,2082,79,USA
2023-06-11,U03748,PPC,Free Trial,2023-06-24,,2,110,492,Brazil
2023-01-18,U03749,PPC,Free Trial,2023-01-27,,2,360,217,Germany
2023-11-20,U03750,Social Media,Free Trial,2023-11-22,,3,417,498,Brazil
2023-05-01,U03751,Social Media,Monthly,2023-05-12,,8,2032,209,Germany
2023-11-05,U03752,Referral,Free Trial,2023-11-15,,3,1086,68,France
2023-03-28,U03753,Organic,Free Trial,2023-04-02,,7,1484,268,USA
2023-04-23,U03754,PPC,Free Trial,2023-04-26,,9,2115,398,Germany
2023-11-27,U03755,Organic,Inactive,2023-11-28,2024-01-16,0,0,350,UK
2023-03-16,U03756,Organic,Inactive,2023-03-20,2023-05-18,0,0,360,France
2023-10-03,U03757,Organic,Free Trial,2023-10-07,,7,308,343,India
2023-04-16,U03758,Organic,Monthly,2023-04-20,,7,427,366,Germany
2023-07-27,U03759,PPC,Free Trial,2023-08-08,,8,1360,348,Brazil
2023-08-09,U03760,Social Media,Monthly,2023-08-20,,5,2390,174,Germany
2023-05-04,U03761,Organic,Free Trial,2023-05-09,,9,837,254,Brazil
2023-03-21,U03762,Social Media,Monthly,2023-04-01,,9,3033,93,Brazil
2023-06-17,U03763,PPC,Monthly,2023-06-20,,8,3552,445,USA
2023-09-29,U03764,Organic,Inactive,2023-10-06,2023-10-22,0,0,459,France
2023-05-25,U03765,PPC,Free Trial,2023-06-06,,6,1404,386,Brazil
2023-01-08,U03766,Organic,Inactive,2023-01-10,2023-02-16,0,0,456,USA
2023-12-10,U03767,PPC,Annual,2023-12-19,,6,1956,1538,USA
2023-07-24,U03768,PPC,Free Trial,2023-08-01,,4,652,490,Brazil
2023-07-27,U03769,Organic,Monthly,2023-08-08,,4,1208,318,France
2023-11-10,U03770,Organic,Free Trial,2023-11-11,,2,846,123,UK
2023-06-02,U03771,PPC,Free Trial,2023-06-10,,4,416,243,Germany
2023-03-31,U03772,Referral,Free Trial,2023-04-02,,5,1170,271,USA
2023-05-26,U03773,Organic,Monthly,2023-06-03,,5,1380,400,Germany
2023-04-07,U03774,Social Media,Monthly,2023-04-18,,5,2230,181,France
2023-01-02,U03775,PPC,Inactive,2023-01-15,2023-02-04,0,0,27,UK
2023-02-25,U03776,Referral,Free Trial,2023-03-11,,1,142,244,India
2023-03-08,U03777,Social Media,Inactive,2023-03-19,2023-04-17,0,0,319,UK
2023-04-06,U03778,PPC,Free Trial,2023-04-17,,3,1218,392,France
2023-07-31,U03779,PPC,Annual,2023-08-09,,2,912,1633,UK
2023-11-12,U03780,Social Media,Monthly,2023-11-14,,9,1971,220,India
2023-08-13,U03781,Organic,Free Trial,2023-08-16,,7,3381,290,USA
2023-02-01,U03782,Organic,Inactive,2023-02-09,2023-02-25,0,0,328,UK
2023-03-05,U03783,Organic,Monthly,2023-03-16,,2,362,205,Brazil
2023-09-19,U03784,Social Media,Monthly,2023-09-29,,9,3663,124,Brazil
2023-11-28,U03785,Social Media,Monthly,2023-12-09,,9,3006,406,France
2023-07-13,U03786,Organic,Monthly,2023-07-27,,9,612,169,UK
2023-09-17,U03787,PPC,Monthly,2023-09-24,,4,772,164,India
2023-10-13,U03788,PPC,Annual,2023-10-21,,3,1497,648,France
2023-01-26,U03789,Organic,Free Trial,2023-01-28,,6,1134,427,UK
2023-09-10,U03790,Referral,Monthly,2023-09-24,,3,993,293,France
2023-07-29,U03791,Organic,Inactive,2023-08-09,2023-09-05,0,0,82,Brazil
2023-12-25,U03792,Organic,Free Trial,2024-01-05,,3,63,337,India
2023-08-25,U03793,PPC,Free Trial,2023-08-28,,2,936,350,USA
2023-01-31,U03794,Social Media,Annual,2023-02-03,,8,616,834,India
2023-01-07,U03795,Organic,Monthly,2023-01-09,,6,2616,295,USA
2023-12-25,U03796,PPC,Monthly,2024-01-03,,8,2704,230,Germany
2023-09-25,U03797,PPC,Free Trial,2023-10-01,,7,1477,18,Brazil
2023-10-02,U03798,Organic,Monthly,2023-10-04,,3,1452,406,Brazil
2023-05-03,U03799,Organic,Free Trial,2023-05-05,,8,120,91,Brazil
2023-10-09,U03800,PPC,Monthly,2023-10-10,,1,24,329,India
2023-10-07,U03801,Organic,Annual,2023-10-12,,1,51,1785,USA
2023-04-07,U03802,Referral,Free Trial,2023-04-15,,8,320,384,Germany
2023-12-14,U03803,Social Media,Monthly,2023-12-15,,9,4311,31,Germany
2023-08-06,U03804,Referral,Inactive,2023-08-07,2023-08-31,0,0,424,Germany
2023-02-22,U03805,Organic,Monthly,2023-02-27,,5,1355,108,France
2023-02-26,U03806,Referral,Inactive,2023-03-03,2023-03-21,0,0,179,India
2023-09-12,U03807,PPC,Monthly,2023-09-15,,9,3798,199,India
2023-09-24,U03808,Organic,Annual,2023-10-05,,6,180,1885,Brazil
2023-10-07,U03809,Organic,Free Trial,2023-10-16,,8,3112,329,India
2023-02-06,U03810,Organic,Free Trial,2023-02-18,,9,1719,467,India
2023-11-11,U03811,PPC,Free Trial,2023-11-21,,9,1737,274,France
2023-12-25,U03812,PPC,Monthly,2024-01-06,,8,2024,391,India
2023-09-24,U03813,Organic,Inactive,2023-09-26,2023-11-12,0,0,360,USA
2023-08-06,U03814,PPC,Monthly,2023-08-18,,3,474,437,Germany
2023-05-31,U03815,Organic,Monthly,2023-06-03,,3,795,456,France
2023-02-21,U03816,PPC,Annual,2023-03-01,,2,218,1065,France
2023-04-24,U03817,Organic,Monthly,2023-05-02,,1,64,353,Brazil
2023-01-26,U03818,Social Media,Monthly,2023-02-07,,4,780,434,India
2023-06-24,U03819,Social Media,Monthly,2023-06-25,,2,658,122,Germany
2023-06-06,U03820,PPC,Monthly,2023-06-19,,2,190,337,USA
2023-04-12,U03821,Organic,Free Trial,2023-04-25,,5,915,315,Germany
2023-10-05,U03822,Organic,Inactive,2023-10-18,2023-12-14,0,0,157,UK
2023-12-10,U03823,Social Media,Free Trial,2023-12-22,,1,31,346,Germany
2023-03-14,U03824,Organic,Free Trial,2023-03-22,,9,2277,229,USA
2023-01-07,U03825,Organic,Inactive,2023-01-12,2023-02-06,0,0,463,USA
2023-11-13,U03826,Organic,Monthly,2023-11-27,,5,565,435,USA
2023-09-30,U03827,PPC,Monthly,2023-10-13,,7,1036,42,France
2023-07-11,U03828,PPC,Monthly,2023-07-23,,2,624,229,France
2023-08-14,U03829,Social Media,Monthly,2023-08-19,,8,1344,328,UK
2023-05-02,U03830,Organic,Free Trial,2023-05-14,,2,482,194,Germany
2023-07-28,U03831,Organic,Monthly,2023-08-07,,5,430,202,India
2023-02-09,U03832,Social Media,Monthly,2023-02-11,,2,54,370,Brazil
2023-01-01,U03833,Social Media,Annual,2023-01-04,,2,62,588,UK
2023-08-23,U03834,Organic,Monthly,2023-09-06,,4,772,364,India
2023-03-11,U03835,PPC,Inactive,2023-03-22,2023-04-24,0,0,481,India
2023-08-28,U03836,Organic,Free Trial,2023-09-02,,8,376,15,UK
2023-08-17,U03837,Referral,Monthly,2023-08-28,,6,1740,400,Germany
2023-07-12,U03838,Organic,Monthly,2023-07-13,,8,2376,18,Brazil
2023-02-18,U03839,Referral,Inactive,2023-02-24,2023-03-26,0,0,366,India
2023-09-28,U03840,PPC,Free Trial,2023-10-10,,4,88,70,France
2023-09-19,U03841,PPC,Monthly,2023-09-23,,2,390,473,France
2023-03-03,U03842,Organic,Inactive,2023-03-17,2023-04-27,0,0,427,UK
2023-11-25,U03843,PPC,Free Trial,2023-11-26,,2,886,172,Brazil
2023-06-20,U03844,PPC,Inactive,2023-06-27,2023-07-28,0,0,108,Brazil
2023-07-26,U03845,Organic,Free Trial,2023-08-05,,8,2224,157,India
2023-09-20,U03846,PPC,Annual,2023-10-04,,9,954,746,UK
2023-11-30,U03847,Referral,Inactive,2023-12-06,2024-01-25,0,0,224,Brazil
2023-06-11,U03848,PPC,Monthly,2023-06-22,,7,2562,325,Brazil
2023-02-28,U03849,Social Media,Monthly,2023-03-10,,2,606,499,France
2023-07-26,U03850,Organic,Free Trial,2023-08-04,,6,60,191,UK
2023-01-12,U03851,PPC,Inactive,2023-01-16,2023-02-26,0,0,44,India
2023-07-02,U03852,Organic,Monthly,2023-07-14,,1,36,312,India
2023-03-28,U03853,PPC,Free Trial,2023-04-06,,2,90,55,France
2023-07-25,U03854,Referral,Monthly,2023-07-30,,2,338,96,USA
2023-02-06,U03855,PPC,Monthly,2023-02-20,,6,2604,13,USA
2023-09-24,U03856,Organic,Free Trial,2023-09-25,,1,408,275,Brazil
2023-02-18,U03857,Organic,Free Trial,2023-02-26,,4,160,116,Germany
2023-10-01,U03858,PPC,Free Trial,2023-10-08,,5,680,84,France
2022-12-31,U03859,PPC,Monthly,2023-01-04,,2,542,49,Germany
2023-04-24,U03860,Social Media,Monthly,2023-04-26,,2,708,136,Brazil
2023-08-12,U03861,Social Media,Monthly,2023-08-21,,7,3115,192,France
2023-10-19,U03862,PPC,Inactive,2023-10-30,2023-12-28,0,0,128,India
2023-08-26,U03863,Organic,Inactive,2023-08-31,2023-09-20,0,0,82,France
2023-01-25,U03864,Organic,Monthly,2023-01-31,,1,40,49,UK
2023-03-13,U03865,Organic,Free Trial,2023-03-19,,3,327,213,Germany
2023-10-13,U03866,Organic,Monthly,2023-10-20,,9,3042,474,France
2023-02-10,U03867,PPC,Monthly,2023-02-18,,1,311,105,Germany
2023-12-18,U03868,PPC,Monthly,2023-12-25,,2,920,288,Brazil
2023-02-09,U03869,PPC,Monthly,2023-02-11,,8,2896,152,France
2023-09-07,U03870,Organic,Monthly,2023-09-20,,7,1596,124,USA
2023-10-06,U03871,Organic,Inactive,2023-10-13,2023-12-03,0,0,485,Germany
2023-04-08,U03872,Organic,Free Trial,2023-04-19,,4,720,381,India
2023-02-14,U03873,Organic,Monthly,2023-02-25,,4,1064,495,India
2023-10-19,U03874,Social Media,Free Trial,2023-11-02,,7,3059,142,France
2023-02-15,U03875,Organic,Inactive,2023-02-20,2023-04-08,0,0,177,India
2023-07-01,U03876,PPC,Free Trial,2023-07-09,,9,162,411,India
2023-08-28,U03877,Organic,Free Trial,2023-09-09,,2,28,254,Germany
2023-02-02,U03878,Social Media,Monthly,2023-02-08,,1,344,286,France
2023-12-18,U03879,PPC,Monthly,2023-12-23,,7,861,472,Germany
2023-10-21,U03880,Organic,Free Trial,2023-10-27,,6,1644,268,France
2023-02-14,U03881,PPC,Monthly,2023-02-16,,3,546,55,India
2023-05-10,U03882,Social Media,Monthly,2023-05-14,,1,229,355,France
2023-08-05,U03883,Referral,Free Trial,2023-08-07,,5,1070,344,Brazil
2023-07-09,U03884,Organic,Monthly,2023-07-13,,4,132,392,France
2023-01-11,U03885,Social Media,Inactive,2023-01-24,2023-02-22,0,0,246,UK
2023-05-03,U03886,Referral,Monthly,2023-05-15,,1,179,62,France
2023-10-28,U03887,Referral,Annual,2023-11-02,,1,415,1861,UK
2023-08-08,U03888,PPC,Monthly,2023-08-10,,5,560,196,Germany
2023-12-31,U03889,PPC,Monthly,2024-01-04,,6,414,30,UK
2023-11-01,U03890,PPC,Free Trial,2023-11-09,,5,475,99,Germany
2023-06-20,U03891,Social Media,Free Trial,2023-06-26,,2,528,242,France
2023-10-30,U03892,PPC,Inactive,2023-11-04,2023-11-29,0,0,224,Germany
2023-08-21,U03893,PPC,Inactive,2023-09-03,2023-10-17,0,0,378,India
2023-04-24,U03894,PPC,Monthly,2023-04-29,,5,880,60,Brazil
2023-08-24,U03895,Social Media,Free Trial,2023-09-04,,9,837,162,France
2023-08-04,U03896,Social Media,Free Trial,2023-08-12,,3,1401,333,UK
2023-11-15,U03897,Organic,Monthly,2023-11-18,,5,1055,125,Brazil
2023-02-20,U03898,Social Media,Monthly,2023-02-22,,5,495,403,USA
2023-05-28,U03899,PPC,Free Trial,2023-06-09,,2,196,223,Brazil
2023-05-27,U03900,Social Media,Inactive,2023-06-02,2023-07-19,0,0,460,France
2023-09-19,U03901,PPC,Monthly,2023-10-02,,2,258,348,Brazil
2023-07-11,U03902,Organic,Inactive,2023-07-18,2023-09-11,0,0,360,Brazil
2023-04-04,U03903,Referral,Annual,2023-04-13,,2,940,1492,India
2023-12-30,U03904,Organic,Annual,2024-01-11,,9,3672,500,Germany
2023-09-09,U03905,Social Media,Monthly,2023-09-13,,6,1182,430,Brazil
2023-12-30,U03906,PPC,Monthly,2024-01-09,,8,1576,375,UK
2023-08-13,U03907,PPC,Monthly,2023-08-17,,9,2439,80,UK
2023-03-09,U03908,Organic,Monthly,2023-03-14,,8,488,254,India
2023-10-02,U03909,PPC,Monthly,2023-10-14,,5,745,47,Brazil
2023-02-05,U03910,Organic,Inactive,2023-02-13,2023-03-04,0,0,225,Brazil
2023-03-01,U03911,Organic,Annual,2023-03-04,,6,2934,1093,India
2023-12-31,U03912,Organic,Annual,2024-01-08,,1,84,1929,France
2023-06-08,U03913,Organic,Inactive,2023-06-12,2023-07-29,0,0,235,USA
2023-12-16,U03914,Referral,Free Trial,2023-12-30,,2,980,324,USA
2023-10-02,U03915,Referral,Free Trial,2023-10-12,,6,834,450,Germany
2023-08-31,U03916,Organic,Monthly,2023-09-04,,9,576,483,UK
2023-10-06,U03917,Social Media,Monthly,2023-10-18,,3,840,453,France
2023-08-15,U03918,Organic,Inactive,2023-08-29,2023-10-18,0,0,293,UK
2023-09-10,U03919,PPC,Monthly,2023-09-11,,5,545,421,France
2023-02-19,U03920,Social Media,Monthly,2023-03-02,,9,702,311,India
2023-03-04,U03921,Referral,Monthly,2023-03-14,,6,2448,255,Germany
2023-01-19,U03922,PPC,Free Trial,2023-01-22,,8,2464,80,India
2023-02-11,U03923,Social Media,Monthly,2023-02-15,,8,3736,204,UK
2023-06-03,U03924,Organic,Inactive,2023-06-04,2023-06-19,0,0,479,Germany
2023-11-14,U03925,Referral,Free Trial,2023-11-28,,5,1815,448,Brazil
2023-03-30,U03926,Organic,Monthly,2023-04-13,,2,250,47,France
2023-07-30,U03927,PPC,Monthly,2023-07-31,,5,805,126,France
2023-03-15,U03928,PPC,Free Trial,2023-03-24,,7,2373,247,Germany
2023-07-13,U03929,PPC,Free Trial,2023-07-16,,7,875,373,India
2023-01-17,U03930,Organic,Inactive,2023-01-21,2023-03-02,0,0,411,Germany
2023-03-05,U03931,Referral,Monthly,2023-03-17,,7,2324,213,India
2023-08-20,U03932,Organic,Free Trial,2023-08-30,,6,360,360,Germany
2023-05-01,U03933,PPC,Free Trial,2023-05-03,,7,483,328,India
2023-10-06,U03934,Organic,Monthly,2023-10-13,,8,1904,368,USA
2023-09-04,U03935,Organic,Monthly,2023-09-09,,4,1072,14,Germany
2023-06-01,U03936,PPC,Monthly,2023-06-09,,1,369,437,India
2023-12-25,U03937,PPC,Free Trial,2024-01-02,,8,112,498,Brazil
2023-07-19,U03938,Organic,Inactive,2023-08-01,2023-08-27,0,0,166,UK
2023-04-07,U03939,Organic,Monthly,2023-04-15,,3,789,116,UK
2023-04-12,U03940,PPC,Monthly,2023-04-18,,3,1119,237,Germany
2023-02-03,U03941,Social Media,Monthly,2023-02-06,,5,2355,151,Germany
2023-11-25,U03942,Social Media,Monthly,2023-12-06,,3,720,323,France
2023-08-01,U03943,Organic,Inactive,2023-08-08,2023-09-30,0,0,181,India
2023-12-31,U03944,Organic,Inactive,2024-01-03,2024-02-22,0,0,155,Germany
2023-04-01,U03945,Organic,Monthly,2023-04-15,,1,366,16,UK
2023-12-30,U03946,Organic,Inactive,2024-01-13,2024-01-31,0,0,352,UK
2023-03-22,U03947,PPC,Annual,2023-04-03,,2,682,1822,UK
2023-12-16,U03948,PPC,Inactive,2023-12-27,2024-02-22,0,0,455,India
2023-12-12,U03949,Organic,Free Trial,2023-12-14,,9,3132,310,USA
2023-07-29,U03950,Organic,Monthly,2023-08-05,,2,626,25,Germany
2023-12-14,U03951,Organic,Free Trial,2023-12-17,,9,3528,329,USA
2023-10-13,U03952,Social Media,Inactive,2023-10-22,2023-11-16,0,0,46,India
2023-02-06,U03953,Referral,Free Trial,2023-02-19,,8,296,162,Brazil
2023-05-14,U03954,Organic,Monthly,2023-05-23,,1,16,274,Germany
2023-01-24,U03955,Organic,Monthly,2023-01-27,,5,1205,192,France
2023-05-16,U03956,Social Media,Monthly,2023-05-21,,9,1872,165,Germany
2023-06-09,U03957,Referral,Monthly,2023-06-11,,4,412,146,Germany
2023-08-25,U03958,PPC,Inactive,2023-08-28,2023-10-02,0,0,405,Germany
2023-09-18,U03959,Organic,Monthly,2023-09-24,,6,582,411,Germany
2023-09-26,U03960,Organic,Inactive,2023-09-28,2023-10-16,0,0,484,Brazil
2023-01-25,U03961,PPC,Free Trial,2023-01-26,,3,585,99,Germany
2023-09-27,U03962,Organic,Monthly,2023-09-30,,8,2016,449,India
2023-08-25,U03963,Organic,Monthly,2023-09-01,,3,231,227,Germany
2023-05-26,U03964,PPC,Free Trial,2023-05-30,,2,640,339,Brazil
